p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
0,0.14859075625340035,0.16,0.505,0,1,DNAH2
0,0.17547995097006508,0.171,0.514,0,1,CRNDE
0,-0.3831759356289415,0.136,0.478,0,1,GNRH1
0,-0.4921738593525933,0.152,0.483,0,1,TRPC3
0,-0.3050593157637991,0.192,0.52,0,1,CFAP46
0,-0.26838245366262914,0.208,0.534,0,1,CFAP100
0,-0.33729509702529903,0.203,0.528,0,1,AK7
0,-0.35088488761087544,0.245,0.567,0,1,EFHC1
0,-0.7057523282984194,0.225,0.545,0,1,CPNE4
0,-0.10682877212931552,0.222,0.542,0,1,TMEM67
0,-0.34564415076764954,0.22,0.539,0,1,DNAH9
0,-0.3919082951510062,0.208,0.524,0,1,ZBBX
0,-0.8583871859028522,0.21,0.52,0,1,SLC10A4
0,-0.5871926817785416,0.192,0.5,0,1,FRZB
0,-0.16191960287686413,0.26,0.564,0,1,SPEF2
0,0.14679219783674669,0.233,0.534,0,1,TRMT9B
0,-0.5913425402133121,0.284,0.584,0,1,SLC5A3
0,-0.6322776493754703,0.186,0.483,0,1,CRABP2
0,0.3455995902760207,0.255,0.551,0,1,SCIN
0,0.4047760595719808,0.221,0.517,0,1,DGKK
0,-0.7830538174618558,0.234,0.528,0,1,DNAAF1
0,-0.5698897284827642,0.223,0.515,0,1,CCDC146
0,-0.20685454287630045,0.246,0.538,0,1,MOK
0,-0.7455448792375547,0.312,0.604,0,1,MAGEL2
0,-0.22387435448646598,0.265,0.556,0,1,OPRM1
0,-0.3335360204102973,0.252,0.543,0,1,GALNS
0,-0.3458519639763801,0.28,0.571,0,1,HCN1
0,0.39907661486633306,0.222,0.512,0,1,KL
0,-4.279304920423241,0.878,0.588,0,1,SLC17A7
0,-0.1519291571667486,0.279,0.569,0,1,OSCP1
0,-0.5465170082558024,0.246,0.532,0,1,CFAP43
0,-0.1091761413387955,0.27,0.555,0,1,LZTFL1
0,0.16167700827742515,0.271,0.556,0,1,GPR101
0,-0.34163954436755173,0.258,0.541,0,1,PPP1R32
0,-0.13057301238517627,0.288,0.569,0,1,ODF2L
0,-0.14965422723346644,0.256,0.536,0,1,STUM
0,-0.19844151511579244,0.269,0.549,0,1,IFT57
0,-0.21715444920597593,0.285,0.565,0,1,PFKFB2
0,-0.4272176101904789,0.309,0.589,0,1,RBM6
0,-0.18877108191386638,0.284,0.564,0,1,CSMD3
0,-0.10611078545345543,0.315,0.595,0,1,KLF5
0,-0.22521328953289188,0.289,0.567,0,1,WDR60
0,0.25928691858591635,0.283,0.56,0,1,EPHA7
0,-0.31637845488069727,0.265,0.54,0,1,SLC41A1
0,-0.47763555308225025,0.307,0.582,0,1,FNDC9
0,-0.1755396285653923,0.27,0.544,0,1,FOSL2
0,0.27813306326648946,0.279,0.553,0,1,SLC35D3
0,-0.11450865630682405,0.274,0.548,0,1,TCTN1
0,-0.31411277335896914,0.307,0.581,0,1,PLPPR5
0,-0.213675633637813,0.311,0.585,0,1,RELN
0,-0.2769470846964064,0.284,0.557,0,1,CROCC
0,-0.5750004403949549,0.268,0.541,0,1,FOXP2
0,-0.30315721205988166,0.299,0.572,0,1,IFT46
0,-0.1636043384198587,0.32,0.592,0,1,INTU
0,-0.6205725005066467,0.274,0.545,0,1,ZMYND10
0,-0.3088938485715301,0.345,0.616,0,1,EPB41L4B
0,-0.33022138794180256,0.303,0.574,0,1,TMEM237
0,-0.8223435526339236,0.309,0.58,0,1,SEMA3E
0,-0.2525545155359181,0.321,0.592,0,1,RFX3
0,-0.18968618260081505,0.308,0.579,0,1,PPP4R3A
0,0.12163309755363666,0.304,0.574,0,1,TDRP
0,-0.1420637533545901,0.305,0.575,0,1,TMEM231
0,-0.1956104331966972,0.299,0.569,0,1,RIT2
0,-0.11579173799112219,0.287,0.556,0,1,NEK4
0,-0.2609402296279685,0.311,0.58,0,1,ERGIC1
0,-0.1530487459525104,0.314,0.583,0,1,RABL2B
0,-0.2406424097530009,0.342,0.609,0,1,TMEM272
0,-0.8223730850817563,0.283,0.549,0,1,SEMA5B
0,-0.2101705439769863,0.314,0.58,0,1,CDK14
0,-0.2728099099046845,0.315,0.581,0,1,RNF40
0,0.8465804872145597,0.288,0.552,0,1,MME
0,-1.1656711400066768,0.212,0.476,0,1,ECEL1
0,0.4356565639951231,0.266,0.53,0,1,EGR2
0,-1.1074337428866778,0.343,0.607,0,1,PNMA8C
0,-1.2559149135638368,0.271,0.534,0,1,DRC3
0,-0.23044739444387152,0.312,0.575,0,1,CDK9
0,0.29515650753365774,0.282,0.544,0,1,DUSP6
0,-0.3999172456092318,0.297,0.559,0,1,UNC119B
0,-0.8868580041603,0.405,0.667,0,1,CREG2
0,0.19248244668299838,0.319,0.581,0,1,S100PBP
0,-0.2793430228299711,0.301,0.563,0,1,GFRA1
0,-0.42636385062631,0.31,0.572,0,1,PLXNC1
0,0.40376601502598947,0.274,0.535,0,1,COL25A1
0,-0.21087985220927535,0.335,0.595,0,1,NLK
0,-0.5664671482313046,0.3,0.559,0,1,NEFH
0,-0.15491962938370674,0.306,0.565,0,1,TDRD9
0,-0.39739975699741686,0.316,0.573,0,1,ADCY1
0,-0.15969032935942173,0.308,0.565,0,1,DOC2A
0,-0.48837811925173247,0.29,0.546,0,1,ARMC3
0,-0.33089352403364636,0.262,0.518,0,1,SPA17
0,-0.7682689150557803,0.291,0.546,0,1,GABRA3
0,-0.38405758361015696,0.272,0.527,0,1,CFAP53
0,-0.1316587232154918,0.349,0.603,0,1,WDR54
0,-0.317578403303164,0.353,0.607,0,1,SSTR2
0,0.4194233710879612,0.31,0.564,0,1,KCNT1
0,-0.3013964816697469,0.312,0.566,0,1,RASGRF1
0,-0.355691156317542,0.389,0.642,0,1,ST6GALNAC5
0,-0.44556950653792127,0.256,0.509,0,1,IQCG
0,-1.0427163988834423,0.251,0.504,0,1,CRH
0,-0.1369056380010323,0.337,0.59,0,1,RGS12
0,0.4739471773287637,0.289,0.541,0,1,SMOC2
0,-0.4030778836340809,0.283,0.535,0,1,C9ORF116
0,-0.6621183563245154,0.41,0.661,0,1,PDE8B
0,-0.24707549704199172,0.305,0.556,0,1,EHBP1L1
0,-0.13242141105828112,0.342,0.593,0,1,EPHA4
0,0.3054327015602461,0.321,0.57,0,1,EPB41
0,0.10178288073058628,0.318,0.567,0,1,MLF1
0,-0.5250478973372574,0.299,0.547,0,1,STX1A
0,-0.1763769772687438,0.318,0.565,0,1,FAT1
0,-0.6828735988786785,0.276,0.522,0,1,WDR78
0,-0.7284266995553597,0.271,0.517,0,1,CFAP44
0,-0.38634742936639066,0.399,0.645,0,1,GLCE
0,-0.34541388193417266,0.325,0.571,0,1,KIT
0,0.17856225134147932,0.339,0.585,0,1,DACH1
0,-0.5007946695306227,0.34,0.586,0,1,TENM1
0,-0.5760776894812911,0.266,0.511,0,1,COL1A2
0,-0.4232125170287372,0.326,0.571,0,1,UNC5D
0,-0.425955452335705,0.42,0.664,0,1,NUDT11
0,-0.1282202174950333,0.376,0.62,0,1,PER1
0,0.2822261967099388,0.334,0.577,0,1,CACNA1H
0,-0.4208996555584661,0.342,0.585,0,1,TSHZ1
0,0.28674485971125874,0.294,0.536,0,1,HS6ST3
0,-0.23325704739413294,0.363,0.605,0,1,GRIK2
0,0.105968946307721,0.379,0.621,0,1,LINC00599
0,-0.44642762977865025,0.305,0.546,0,1,ABI3BP
0,-0.541469227630294,0.344,0.585,0,1,AMPH
0,-0.31558377802557147,0.361,0.602,0,1,NUDT4
0,-0.3400166386477794,0.352,0.593,0,1,GRIN2A
0,-0.7146386898414212,0.345,0.586,0,1,CBLN4
0,-0.38701164950577405,0.278,0.518,0,1,CXCL12
0,-0.7272993279348737,0.374,0.614,0,1,GRIA4
0,-1.3818745000524677,0.286,0.525,0,1,CFAP52
0,-0.268496043754029,0.371,0.608,0,1,PRKCE
0,-0.3047920890515823,0.362,0.598,0,1,RGMB
0,0.2009635149895826,0.321,0.556,0,1,NQO1
0,-0.11046766204573764,0.355,0.59,0,1,PAGR1
0,-0.2947689867073517,0.358,0.592,0,1,SHC3
0,-0.37496417992218234,0.308,0.541,0,1,RFX2
0,-0.20252928394332015,0.348,0.581,0,1,CLEC2L
0,-0.15010396850206062,0.371,0.604,0,1,KIRREL3
0,0.12527460249496436,0.34,0.573,0,1,OPRK1
0,-0.5689337288958243,0.428,0.66,0,1,VOPP1
0,-0.211495621212491,0.335,0.567,0,1,RXRG
0,-0.1630531840553724,0.355,0.586,0,1,CMSS1
0,-0.8078049840068788,0.335,0.565,0,1,SFRP1
0,-0.4778979584373255,0.359,0.588,0,1,OPCML
0,0.1002814548465425,0.315,0.543,0,1,TSPAN14
0,-0.23420712535648786,0.369,0.597,0,1,RTP5
0,-0.5066684882781255,0.39,0.618,0,1,SNX10
0,-0.2169520257984901,0.376,0.604,0,1,DLGAP1
0,-0.25100507494788715,0.418,0.645,0,1,DZIP3
0,-0.5797430767373406,0.407,0.632,0,1,ACLY
0,-0.19019219287659506,0.306,0.531,0,1,MRC2
0,0.1700527657584263,0.35,0.575,0,1,EGR4
0,-0.4052774443578204,0.378,0.603,0,1,SLC26A11
0,-0.36379699274221444,0.421,0.645,0,1,SLC7A14
0,-1.1047517415491788,0.296,0.52,0,1,ECM2
0,-1.131926517002932,0.374,0.598,0,1,CD24
0,-0.1698074854024021,0.389,0.613,0,1,DIRAS1
0,-0.2776992521738266,0.384,0.608,0,1,FLNA
0,-0.3714422161259288,0.338,0.561,0,1,FBXW7
0,-0.11975207883655808,0.411,0.634,0,1,PBX3
0,-0.29234318646541324,0.441,0.662,0,1,RIPOR2
0,-0.29830836944106115,0.334,0.555,0,1,PITPNM1
0,-0.7492853056532991,0.358,0.578,0,1,SYT13
0,-0.3048431859796883,0.326,0.545,0,1,FAM102B
0,-1.0951070966754086,0.426,0.645,0,1,CAMK2D
0,-0.6630559996869191,0.341,0.56,0,1,GABBR2
0,-0.6663883558274553,0.346,0.565,0,1,NPNT
0,-0.5030118989315775,0.459,0.677,0,1,FGF12
0,-0.513447334078535,0.428,0.646,0,1,DIRAS2
0,-0.3765609721657407,0.467,0.684,0,1,B3GALNT1
0,-0.3436163659662278,0.449,0.666,0,1,PTPRO
0,-0.4098523506109008,0.359,0.576,0,1,COL6A1
0,-0.3523023525341612,0.406,0.622,0,1,HDGF
0,-0.6822027286356895,0.372,0.588,0,1,EPDR1
0,-0.7396870971109526,0.359,0.575,0,1,ARHGAP6
0,-0.36759513448993,0.317,0.532,0,1,LRTOMT
0,-0.592654412766409,0.389,0.604,0,1,UBE2QL1
0,0.7422503875721949,0.346,0.56,0,1,EYA1
0,-1.2574195329708038,0.294,0.508,0,1,RXFP1
0,0.22601373978884498,0.371,0.585,0,1,KCNH3
0,-0.268395798744003,0.402,0.616,0,1,LINGO1
0,-1.017229153744161,0.737,0.523,0,1,HBA1
0,-0.6730463443790552,0.4,0.614,0,1,SHC2
0,-0.36929603891422597,0.443,0.656,0,1,CTNNA2
0,-0.21084644617864828,0.41,0.623,0,1,NRIP3
0,-0.5502686839402317,0.464,0.676,0,1,PAK1
0,-0.677375613624127,0.515,0.727,0,1,PGM2L1
0,-0.19109915226896812,0.344,0.555,0,1,ECHDC2
0,-0.2777750754771473,0.451,0.662,0,1,MIAT
0,-0.40474132279129105,0.375,0.586,0,1,NADK2
0,-0.3545369784632276,0.365,0.576,0,1,CAT
0,-0.5000829149358621,0.468,0.678,0,1,CADPS
0,-0.3439697536366269,0.465,0.675,0,1,CHST2
0,-0.547043616088595,0.324,0.534,0,1,NXPH1
0,-0.8212573139980086,0.297,0.507,0,1,EFCAB1
0,-0.11199656700314153,0.331,0.541,0,1,CKS2
0,-0.6768094837442679,0.445,0.655,0,1,SLIT1
0,-0.5586200446299668,0.46,0.669,0,1,HMGCS1
0,-0.411504794216657,0.455,0.663,0,1,TOB1
0,-0.5781127927729321,0.427,0.635,0,1,VSTM2L
0,-0.48355930682750703,0.355,0.563,0,1,PDIA4
0,-0.309720457478871,0.366,0.574,0,1,PTBP1
0,-0.46033515814142634,0.326,0.533,0,1,LRRC23
0,-0.7563275898683692,0.468,0.675,0,1,CHGA
0,-0.24112274452764304,0.372,0.579,0,1,ISYNA1
0,-0.10408705203001434,0.372,0.578,0,1,GNG4
0,-0.36438573145418535,0.399,0.605,0,1,EFR3A
0,-0.5947540307844917,0.487,0.693,0,1,CMIP
0,0.2749070366471965,0.409,0.614,0,1,CCDC88C
0,-0.743484124063901,0.344,0.548,0,1,SPAG8
0,0.19604744212343395,0.404,0.608,0,1,OTOF
0,0.5453715910265354,0.371,0.574,0,1,TUNAR
0,-0.32107256526096106,0.381,0.584,0,1,SULF2
0,-0.313988331943972,0.426,0.627,0,1,PSENEN
0,-0.8802595160244461,0.355,0.555,0,1,B3GAT2
0,-0.5159061944468073,0.329,0.529,0,1,HYDIN
0,-0.6648853918832967,0.327,0.526,0,1,KIF9
0,-0.1381156933725154,0.385,0.584,0,1,RSPH1
0,-0.7334646934184933,0.459,0.657,0,1,TMEFF2
0,-0.5699242754654836,0.324,0.522,0,1,LRRIQ1
0,-0.42729571965520735,0.365,0.563,0,1,TFRC
0,0.4392739973562282,0.402,0.6,0,1,LRRC10B
0,-0.8073404354556462,0.567,0.764,0,1,ATP2B4
0,-0.3210208991939423,0.408,0.605,0,1,COL16A1
0,-0.4471965867907285,0.448,0.645,0,1,CETN2
